sentence,episode,season,character
"Her bleeding has stopped, and we think steam is coming out of her wounds.",6,2,
"For now, take her back to Trost so she can get some proper medical care.",6,2,
She's in your hands.,6,2,
Understood.,6,2,
Now then  Our original mission was to seal this wall.,6,2,
"Damn, it hurts.",6,2,
"You all right, Reiner?  Not by a long shot.",6,2,
A Titan nearly gnawed off my arm.,6,2,
That was pathetic.,6,2,
I thought I was done for.,6,2,
Even someone as strong as you gets this way sometimes.,6,2,
"What are you talking about? This is the second time for me!  Tell him, Armin.",6,2,
Huh?  Remember the time I almost got crushed in that Titan's hand?  Oh  Back then  That makes twice I've nearly died.,6,2,
"At this rate, I'll be dead before I know it.",6,2,
"I picked this path on my own, but being a soldier is rough.",6,2,
It's like a soldier's spirit breaks down before their body.,6,2,
"Though, until we plug up this wall,  there's no time to waste whining about it.",6,2,
Yeah.,6,2,
You two have been driven far enough away from your hometown.,6,2,
I'm thinking this is where we gotta draw the line.,6,2,
"He's right, Reiner!  Our hometown! Let's return!  Isn't it about time to go back?  Compared to all the trouble we've been through, what's left to do is nothing!  That's right.",6,2,
"We're so close, it's just another few steps till the end.",6,2,
"Huh?  What are you guys talking about?  Thanks, Mikasa.",6,2,
"Are you hurt?  I'm fine, but Reiner got his arm bit and Ymir is as you can see.",6,2,
"Who would've thought Ymir was a Titan, too?  Does that?  Sasha.",6,2,
Is everyone clear?  We'll deal with Ymir later.,6,2,
And Conny  I'll arrange for a Scout squad to investigate your village later.,6,2,
"For the time being, I want you to focus on the mission to fix the wall.",6,2,
Got it?  Got it!  Still I expected this place to be swarming with Titans.,6,2,
Hannes?  It's the Garrison's advance squad.,6,2,
They came to tell us where the hole is.,6,2,
"There's no hole anywhere!  Huh?  We spent all night looking for it  but at least between Trost and Krolva District,  there's nothing wrong with the wall.",6,2,
What'd you say?  We bumped into soldiers from Krolva and retraced our steps.,6,2,
We haven't seen any Titans the whole way here.,6,2,
But we know for sure there's Titans on this side of the wall.,6,2,
"Did you actually look? Are you sure you're not drunk?  I didn't drink!  Wait, why are all of you here anyways?  If there's no hole in the wall, so be it.",6,2,
"For now, we're falling back to Trost District!  Whatever you do, don't let your guard down.",6,2,
We're going back ahead of you.,6,2,
There's nothing wrong with the wall?  What could this mean?  There's been nothing like this in five years.,6,2,
Why is it all happening now?  This world is getting more and more out of hand.,6,2,
Eren.,6,2,
Have a minute?  We need to talk.,6,2,
"What about?  Five years ago, we demolished the wall and began our attack on humanity.",6,2,
Oh no What if there's a Titan that dug a hole underneath the wall?  The hole will be hard to find in that case.,6,2,
I'm the Armored Titan and he's the Colossal Titan.,6,2,
"Right now, we need to focus on getting Ymir back safely.",6,2,
"Even with our horses, we still have to worry about Titans.",6,2,
"Huh?  What are you talking about?  Why are you telling him, Reiner?  Our primary goal was to ensure all of humanity was wiped out,  but now there's no need for that.",6,2,
Uh  Eren.,6,2,
"If you agree to come with us, we won't have to destroy any more of the walls.",6,2,
"Understand?  Huh?  No, wait! I don't understand at all!  I'm saying Why don't you just come with us?  I know this is sudden, but we need to go now.",6,2,
Right now? Where will you take me?  I can't say that yet.,6,2,
"But Well, it's something like our hometown.",6,2,
"So? What will it be, Eren?  Uh  It's not a bad deal, right?  You can easily avert this crisis.",6,2,
"I wonder about that  Hey! We're leaving!  What the hell?  And here I thought I had enough to think about yesterday  ""12 hours earlier""  Eren?  What is it, Section Commander?  Oh, well  I was finally able to get my hands on the background report for Annie Leonhart.",6,2,
Annie's?  Yeah.,6,2,
It's taken so long to get it because managing  these reports is such a mess right now.,6,2,
"According to this,  there were two others belonging to the  104th Cadet Corps who came from the same area as her.",6,2,
And those two are  Reiner Braun and Bertholdt Hoover.,6,2,
"Thanks to the chaos five years ago,  pretty much all of their family records are spotty or missing.",6,2,
"However  During the long-range scouting formation, their unit was given false information.",6,2,
They were among those purposely told that Eren was in the right wing.,6,2,
"The Female Titan attacked from the right wing!  Huh? What does that mean?  That it's possible they passed on that information to Annie  Why? Why would they tell Annie?  Hey, hold on a minute, Armin.",6,2,
"You can't just  I know that, Eren.",6,2,
"By itself, that's not enough to prove anything.",6,2,
"So just in case, I'd like to hear from you how these three interacted during training.",6,2,
"Know anything?  I knew Reiner and Bertholdt were from the same place, but  they didn't seem close to Annie.",6,2,
I agree.,6,2,
I don't recall ever seeing the pair talking to Annie that much.,6,2,
"Well, Annie didn't talk much in the first place.",6,2,
"When we ate, Annie would always sit alone and munch on food by herself.",6,2,
"Oh! I've got something!  I heard a rumor she liked sweets, even though she looks so grouchy!  I  don't remember.",6,2,
"But  As their comrade, I'd find it hard to believe.",6,2,
"Set aside Bertholdt, who doesn't say much.",6,2,
"Reiner is like everyone's big brother,  and he's not devious enough to deceive all of us.",6,2,
I agree.,6,2,
Reiner gave everything he had fighting the Female Titan with me.,6,2,
"He would have gotten crushed in her hand if he hadn't  What's wrong?  Reiner managed to escape, but  Annie suddenly changed her course  and ran in the direction of Eren.",6,2,
I  I did mention that Eren might be at the rear of the center rank.,6,2,
But Annie was too far away to hear  Seriously?  Did Reiner seem overly interested in Eren's location?  Then Where the hell is Eren?  It can't be  I only started talking about Eren's position  because Reiner was the one who asked about it first.,6,2,
"Furthermore  when that happened, the Female Titan was staring at her palm.",6,2,
He might have written a message with his blades in her hand.,6,2,
"Reiner could've  What the hell?  Why are you saying things like this?  You should  Eren! You should  No Everyone, listen up!  Supposing that we find Reiner or Bertholdt,  act in such a way as to not reveal any suspicions.",6,2,
"Of course, do not make any mention of Annie Leonhart either.",6,2,
"Regardless if they're Annie's accomplices or not,  we need to lead them deep underground and confine them.",6,2,
"Does everyone understand?  Yes!  You're just tired, aren't you?  Right, Bertholdt?  You've been through so much, it's making you crazy.",6,2,
Y-Yeah.,6,2,
Reiner's just really tired.,6,2,
"Besides, if you were really the Armored Titan that wants to destroy humanity  why would you be asking me this in the first place?  What did you think would happen? That I'd nod and say ""Sure, let's go""?  Oh, right.",6,2,
That's right.,6,2,
"What the hell was I thinking?  Have I really gone crazy?  Come on, let's go.",6,2,
I see  That's it.,6,2,
I've been here too long for my own good.,6,2,
It's been three long years  surrounded by nothing but idiots.,6,2,
We were just kids We didn't know anything.,6,2,
If only I never knew that there were people like this  I  wouldn't have become  such a half-assed piece of shit!  It's too late now I don't know what's right anymore.,6,2,
But the only choice for me now  is to face the consequences of my actions  and as a warrior  fulfill my duty to the bitter end!  Reiner!  Are we doing it?! Now?! Right here?!  Yeah.,6,2,
"We settle this right here, right now!  Eren!  Run!  Bertholdt!  Eren! Get out of there!  Ymir!  Eren!  I'm going to return to the hometown we lost.",6,2,
That's all I care about now.,6,2,
"Bertholdt  Reiner  You damn traitors!   The Colossal Titan  as well as the Armored Titan, engage the Scouts in battle.",6,2,
"If their mission is to exterminate all of humanity,  there is no turning back for them now.",6,2,
Reiner and the others devote their lives to the mission  because they are warriors.,6,2,
"Next episode:  ""Close Combat.",6,2,
"""",6,2,
I'm going to return to the hometown we lost.,7,2,
That's all I care about now.,7,2,
I chose to be a soldier in the hopes of joining the Military Police  so I could work in the safety of the interior.,7,2,
Why do you want to be a soldier?  I  I decided I have to kill them.,7,2,
I decided I have to slaughter all the Titans  with my own two hands.,7,2,
So your encounter with the Titans didn't break your will?  You'll be able to do it.,7,2,
"Eren Jaeger, was it?  You damn traitors!   ""Close Combat""  Eren!  If only  If only I'd cut off their heads!  That was the perfect chance!  I should've been able to do it, so why?!  That was it.",7,2,
"There won't be another chance!  Everyone, jump away from the wall!  It got Ymir!  And somebody else, too!  He ate 'em!  Th-This can't be  Bertholdt  All soldiers, prepare to attack!  We're taking down the Colossal Titan!  It's a threat to all of humanity!  Swarm the huge bastard!  Just like the reports said, he's slow!  It might be big, but that's it!  Compared to the Titans we normally fight, this'll be easy!  We've got this!  Now's our chance! Slice up his neck!  Too hot!  Everyone, fall back!  My hand!  Water! Bring water!  He's trying to disappear again?  No, something is different.",7,2,
"The last time he vanished instantly,  but now, he's maintaining his form and emitting heat like a furnace.",7,2,
If he keeps protecting himself with steam  We're unable to attack him with ODM gear!  Wh-What do we do?!  We can't do anything.,7,2,
We wait.,7,2,
"Squads three and four, take position behind the target.",7,2,
Rashad has command.,7,2,
Got it!  Squad two will wait here.,7,2,
Lauda is in command.,7,2,
"Understood!  It's yet to be seen how long he can keep his body burning, but  eventually he has to come out.",7,2,
We wait for that moment to attack.,7,2,
Listen up.,7,2,
Forget about capturing them.,7,2,
Kill 'em  and don't hesitate!  Armin and squad one follow me!  We've got a date with the Armored Titan!  Hot!  Christa! Conny! Get further back!  And take care of those two injured soldiers.,7,2,
U-Um!  Huh?  Ymir can't possibly be dead yet.,7,2,
Please Rescue her!  Right.,7,2,
"Where are Reiner and Bertholdt?!  They don't have their ODM gear either!  Please, go find and help those two!  You shit  You big piece of shit.",7,2,
"And here you wouldn't shut up about a soldier's duty  During close combat training, were you always holding back on me?  You're so strong, it's ridiculous.",7,2,
I can't even move an inch of my body.,7,2,
I always thought you were a stand-up guy.,7,2,
"Someone who remained calm, regardless of the situation  A guy who put your comrades ahead of yourself  And I  To think at one time I wished to be as strong as you someday.",7,2,
"That did nothing!  Eren's attack didn't  And my blades don't work either?!  What's worse, unlike Annie, his whole body is hard!  Eren!  Hey, Reiner  I don't know what kind of face you're making right now, but  You guys You really are the worst pieces of shit.",7,2,
"I bet in the history of mankind, nobody's done anything as terrible as you.",7,2,
I've gotta erase you.,7,2,
You shouldn't be allowed to exist anymore.,7,2,
What the hell are you thinking?  I've never felt so revolted before.,7,2,
Just remembering you and your self-righteous face is making me sick.,7,2,
It makes me want to vomit.,7,2,
"You big damn pest!  It's time to exterminate you!  Damn, that hurt, Annie!  Haven't you ever heard the concept of pulling your punches?  I did it because you're coming at me full-force.",7,2,
